,hint,origin,roots,word
198,?［?＝to inhabit 定居；-?＝land 土地；?＝the act or result 表行为或结果→“the act or the result of inhabiting a piece of land在某个地块定居或定居的结果”→］? country settled and c?trolled by people from another country 殖民地／Parts of North America was ?ce a British ?. 北美洲部分土地曾是英国殖民地。,colony［col＝to inhabit 定居；-on＝land 土地；-y n.＝the act or result 表行为或结果→“the act or the result of inhabiting a piece of land在某个地块定居或定居的结果”→］n. country settled and controlled by people from another country 殖民地／Parts of North America was once a British colony. 北美洲部分土地曾是英国殖民地。,"['col', 'on', '-y n.']",colony
199,?［?＝to till 耕作，栽培；?＝the result 表行为结果→“the result of tilling 耕作或栽培的结果”→］? ① the process of growing crops or breeding animals 栽培；养殖／The ? of genetically modified crops receives great attention from the media. 转基因作物的栽培引发了媒体的高度关注。② advanced development of the body and mind 教养／He is a man of considerable ?. 他是一个文化修养很高的人。③ special form or stage of civilization 文化；文明／Schools expose children to all kinds of ?s by books and films. 学校通过图书和影片使学生们接触到各种文化。,culture［cult＝to till 耕作，栽培；-ure n.＝the result 表行为结果→“the result of tilling 耕作或栽培的结果”→］n. ① the process of growing crops or breeding animals 栽培；养殖／The culture of genetically modified crops receives great attention from the media. 转基因作物的栽培引发了媒体的高度关注。② advanced development of the body and mind 教养／He is a man of considerable culture. 他是一个文化修养很高的人。③ special form or stage of civilization 文化；文明／Schools expose children to all kinds of cultures by books and films. 学校通过图书和影片使学生们接触到各种文化。,"['cult', '-ure n.']",culture
200,?［?＝to till 耕作；?（?＋?）?＝to make capable of 使能…→“to make（land）capable of being tilled 使（土地）能用来耕种”→］? ① make（land）suitable for growing crops 开垦，耕作／Most of the fertile land here has been ?d. 这里大部分肥沃的土地已经被开垦。② help（crops）to grow 栽培，种植／Rice has been ?d in this region for thousands of years. 这个地区种植水稻已有数千年。③ improve; develop 改进；培养／Students should ? the ability of analysis. 学生要培养分析能力。,cultivate［cult＝to till 耕作；-ivate（-ive＋-ate）v.＝to make capable of 使能…→“to make（land）capable of being tilled 使（土地）能用来耕种”→］v. ① make（land）suitable for growing crops 开垦，耕作／Most of the fertile land here has been cultivated. 这里大部分肥沃的土地已经被开垦。② help（crops）to grow 栽培，种植／Rice has been cultivated in this region for thousands of years. 这个地区种植水稻已有数千年。③ improve; develop 改进；培养／Students should cultivate the ability of analysis. 学生要培养分析能力。,"['cult', '-ivate', '-ive', '-ate', 'v.']",cultivate
201,?［?＝to worship 崇拜 →］? ① system of formal worship or religious belief 崇拜；迷信／the ? of the goddess Isis 对伊希斯女神的顶礼膜拜 ② extreme admiration 狂热崇拜／The ? of beauty puts enormous pressure on young wome? 对美貌的狂热崇拜给年轻女性以极大的压力。,cult［cult＝to worship 崇拜 →］n. ① system of formal worship or religious belief 崇拜；迷信／the cult of the goddess Isis 对伊希斯女神的顶礼膜拜 ② extreme admiration 狂热崇拜／The cult of beauty puts enormous pressure on young women. 对美貌的狂热崇拜给年轻女性以极大的压力。,['cult'],cult
202,?［?（?s）= bee 蜂；-?＝cultivation 培养 →］? cultivation of bee; bee-keeping 养蜂业；养蜂,apiculture［api（apis）= bee 蜂；-culture＝cultivation 培养 →］n. cultivation of bee; bee-keeping 养蜂业；养蜂,"['api', 'apis', 'culture']",apiculture
203,?［?＝water 水；-?＝cultivation 培养 →］? cultivation of plants or breeding of animals in water 水产养殖,aquaculture［aqua＝water 水；-culture＝cultivation 培养 →］n. cultivation of plants or breeding of animals in water 水产养殖,"['aqua', 'culture']",aquaculture
204,?［?（?s）= flower 花；-?＝cultivation 栽培 →］? cultivation of flowers 养花；花卉栽培术,floriculture［flori（floris）= flower 花；-culture＝cultivation 栽培 →］n. cultivation of flowers 养花；花卉栽培术,"['flori', 'floris', 'culture']",floriculture
205,?［?（?s）= fish 鱼；-?＝cultivation 培养→］? cultivation of fish; artificial rearing of fish 鱼类养殖；人工养鱼术,pisciculture［pisci（piscis）= fish 鱼；-culture＝cultivation 培养→］n. cultivation of fish; artificial rearing of fish 鱼类养殖；人工养鱼术,"['pisci', 'piscis', 'culture']",pisciculture
206,?［?（?）= towards 向；?＝to run 跑→“to run towards 向…跑来”→］? ① come about 出现／These animals ? in Africa only. 这些动物只出现在非洲。② happen 发生／Don't let such accidents ? again. 别让这类事情再发生了。③ come to one's mind 被想到／A good idea ?red to me. 我想到一个好主意。,occur［oc-（ob-）= towards 向；cur＝to run 跑→“to run towards 向…跑来”→］v. ① come about 出现／These animals occur in Africa only. 这些动物只出现在非洲。② happen 发生／Don't let such accidents occur again. 别让这类事情再发生了。③ come to one's mind 被想到／A good idea occurred to me. 我想到一个好主意。,"['oc-', 'ob-', 'cur']",occur
207,"?［?＝to run 跑；?＝? …的→“running 跑动的，流动的”→］Ⅰ? ① running along with the times 流行的／She likes all kinds of ? styles. 她喜欢各种各样的流行风格。② running by now 现时的／The production is likely to remain at ? levels. 产量很可能保持当前的水平。→Ⅱ? the running of water, electricity, etc. 水流、电流等／Birds use air ? to lift themselves. 鸟类利用气流使自己飞起来。","current［curr＝to run 跑；-ent a.＝-ing …的→“running 跑动的，流动的”→］Ⅰa. ① running along with the times 流行的／She likes all kinds of current styles. 她喜欢各种各样的流行风格。② running by now 现时的／The production is likely to remain at current levels. 产量很可能保持当前的水平。→Ⅱn. the running of water, electricity, etc. 水流、电流等／Birds use air current to lift themselves. 鸟类利用气流使自己飞起来。","['curr', '-ent a.', '-ing', 'a.']",current
208,?［?＝back 回；?＝to run 跑→“to run back 跑回来”→］? come upon or happen again 重来；复发／His illness ?red. 他的病复发了。,recur［re-＝back 回；cur＝to run 跑→“to run back 跑回来”→］v. come upon or happen again 重来；复发／His illness recurred. 他的病复发了。,"['re-', 'cur']",recur
209,?［? （?）= together 一起；?＝to run 跑→“to run together 一起跑来”→］? ① happen at the same time 同时发生／Several mistakes ?red to bring about this accident. 几个失误同时发生，造成了这场事故。② agree or approve 同意；赞成／The whole class ?red with him. 全班都赞同他的意见。,concur［con- （com-）= together 一起；cur＝to run 跑→“to run together 一起跑来”→］v. ① happen at the same time 同时发生／Several mistakes concurred to bring about this accident. 几个失误同时发生，造成了这场事故。② agree or approve 同意；赞成／The whole class concurred with him. 全班都赞同他的意见。,"['con-', 'com-', 'cur']",concur
210,?［?＝out of 外；?＝to run 跑；?＝the act 表行为→“the act of running out of（home）跑到（家）外面去”→］? pleasure outing or trip 远足；短途旅行／Our class are preparing a one-day ? to the Great Wall. 我们班正准备长城一日游。,excursion［ex-＝out of 外；curs＝to run 跑；-ion n.＝the act 表行为→“the act of running out of（home）跑到（家）外面去”→］n. pleasure outing or trip 远足；短途旅行／Our class are preparing a one-day excursion to the Great Wall. 我们班正准备长城一日游。,"['ex-', 'curs', '-ion n.']",excursion
211,?［?＝before 前；?＝to run 跑；?＝person 人→“person running before others 跑在他人之前的人”→］? forerunner; predecessor 先行者；前辈／Kepler was the ? of Newto? 开普勒是牛顿的前辈人物。,precursor［pre-＝before 前；curs＝to run 跑；-or n.＝person 人→“person running before others 跑在他人之前的人”→］n. forerunner; predecessor 先行者；前辈／Kepler was the precursor of Newton. 开普勒是牛顿的前辈人物。,"['pre-', 'curs', '-or n.']",precursor
212,"?［?＝away, out 离，出；?＝to run 跑；?→“running out（of words）（话语的）滔滔不绝”→］? long speech on a subject演讲／It was a powerful ? on ancient Rome civilizatio? 这是一场有关古罗马文化的精彩演讲。","discourse［dis-＝away, out 离，出；cours＝to run 跑；-e→“running out（of words）（话语的）滔滔不绝”→］n. long speech on a subject演讲／It was a powerful discourse on ancient Rome civilization. 这是一场有关古罗马文化的精彩演讲。","['dis-', 'cours', '-e']",discourse
